"client_id","id_commande","date","produit","categorie","quantite","prix_unitaire","remise","ville","mode_paiement","montant","mois","segment","age","canal"
"C005","CMD0199",2024-07-27,"Tapis de yoga","Sport",1,24.9,0,"Lille","Carte",24.9,7,"Standard",56,"Bouche-à-oreille"
"C041","CMD0200",2024-07-27,"Crème hydratante","Beauté",2,22,0,"Paris","Carte",44,7,"Premium",39,"Réseaux sociaux"
"C014","CMD0201",2024-07-29,"Savon naturel","Beauté",1,6.5,0.1,"Paris","Virement",5.85,7,"Standard",57,"Moteur de recherche"
"C111","CMD0202",2024-07-29,"Huile d'argan","Beauté",1,15.9,0,"Paris","Paypal",15.9,7,"Standard",42,"Bouche-à-oreille"
"C010","CMD0203",2024-07-30,"Savon naturel","Beauté",1,6.5,0.15,"Paris","Carte",5.52,7,"Standard",26,"Publicité"
"C038","CMD0204",2024-07-30,"Coussin décoratif","Maison",3,19.9,0.15,"Lille","Carte",50.74,7,"Premium",33,"Publicité"
"C084","CMD0205",2024-08-07,"Coussin décoratif","Maison",2,19.9,0.2,"Paris","Carte",31.84,8,"Standard",25,"Bouche-à-oreille"
"C006","CMD0206",2024-08-08,"Haltères 5 kg","Sport",5,29.9,0.05,"Bordeaux","Paypal",142.02,8,"Nouveau",47,"Moteur de recherche"
"C003","CMD0207",2024-08-08,"Huile d'argan","Beauté",4,15.9,0,"Lille","Paypal",63.6,8,"Nouveau",52,"Publicité"
"C030","CMD0208",2024-08-08,"Coussin décoratif","Maison",2,19.9,0,"Paris","Carte",39.8,8,"Standard",54,"Moteur de recherche"
"C060","CMD0209",2024-08-08,"Tapis de yoga","Sport",1,24.9,0.1,"Lille","Carte",22.41,8,"Standard",18,"Bouche-à-oreille"
"C068","CMD0210",2024-08-09,"Savon naturel","Beauté",4,6.5,0,"Lyon","Carte",26,8,"Nouveau",70,"Bouche-à-oreille"
"C066","CMD0211",2024-08-13,"Corde à sauter","Sport",1,9.9,0,"Nantes","Carte",9.9,8,"Premium",45,"Moteur de recherche"
"C033","CMD0212",2024-08-14,"Coussin décoratif","Maison",1,19.9,0,"Lille","Paypal",19.9,8,"Standard",38,"Moteur de recherche"
"C077","CMD0213",2024-08-15,"Coussin décoratif","Maison",1,19.9,0.1,"Paris","Paypal",17.91,8,"Standard",46,"Bouche-à-oreille"
"C022","CMD0214",2024-08-16,"Plaid en laine","Maison",1,45.5,0,"Marseille","Paypal",45.5,8,"Standard",60,"Réseaux sociaux"
"C062","CMD0215",2024-08-18,"Coussin décoratif","Maison",3,19.9,0.2,"Lyon","Paypal",47.76,8,"Standard",31,"Publicité"
"C019","CMD0216",2024-08-18,"Lampe de bureau","Maison",1,34.9,0.2,"Paris","Paypal",27.92,8,"Standard",66,"Moteur de recherche"
"C040","CMD0217",2024-08-19,"Set de casseroles","Maison",2,79,0,"Lille","Carte",158,8,"Nouveau",58,"Moteur de recherche"
"C098","CMD0218",2024-08-19,"Set de casseroles","Maison",3,79,0,"Lille","Carte",237,8,"Standard",29,"Publicité"
"C089","CMD0219",2024-08-21,"Coussin décoratif","Maison",3,19.9,0,"Nantes","Carte",59.7,8,"Standard",47,"Réseaux sociaux"
"C002","CMD0220",2024-08-21,"Set de casseroles","Maison",3,79,0.1,"Lyon","Carte",213.3,8,"Standard",56,"Bouche-à-oreille"
"C104","CMD0221",2024-08-22,"Corde à sauter","Sport",5,9.9,0,"Lyon","Carte",49.5,8,"Standard",68,"Publicité"
"C011","CMD0222",2024-08-22,"Corde à sauter","Sport",1,9.9,0,"Lille","Carte",9.9,8,"Premium",38,"Réseaux sociaux"
"C073","CMD0223",2024-08-23,"Parfum d'ambiance","Beauté",3,27,0,"Lille","Paypal",81,8,"Nouveau",36,"Réseaux sociaux"
"C032","CMD0224",2024-08-24,"Parfum d'ambiance","Beauté",1,27,0.2,"Bordeaux","Paypal",21.6,8,"Standard",45,"Publicité"
"C081","CMD0225",2024-08-24,"Crème hydratante","Beauté",2,22,0,"Marseille","Carte",44,8,"Standard",42,"Bouche-à-oreille"
"C058","CMD0226",2024-08-27,"Haltères 5 kg","Sport",1,29.9,0.2,"Lille","Carte",23.92,8,"Standard",28,"Moteur de recherche"
"C109","CMD0227",2024-08-27,"Haltères 5 kg","Sport",4,29.9,0.2,"Paris","Paypal",95.68,8,"Standard",64,"Publicité"
"C090","CMD0228",2024-08-28,"Haltères 5 kg","Sport",2,29.9,0.2,"Paris","Carte",47.84,8,"Premium",29,"Bouche-à-oreille"
"C029","CMD0229",2024-08-29,"Savon naturel","Beauté",1,6.5,0.05,"Paris","Virement",6.18,8,"Standard",62,"Publicité"
"C093","CMD0230",2024-08-30,"Huile d'argan","Beauté",1,15.9,0.15,"Marseille","Virement",13.52,8,"Nouveau",56,"Réseaux sociaux"
"C095","CMD0231",2024-09-01,"Corde à sauter","Sport",2,9.9,0,"Nantes","Carte",19.8,9,"Nouveau",42,"Bouche-à-oreille"
"C030","CMD0232",2024-09-01,"Haltères 5 kg","Sport",3,29.9,0.05,"Paris","Carte",85.21,9,"Standard",54,"Moteur de recherche"
"C039","CMD0233",2024-09-02,"Corde à sauter","Sport",1,9.9,0,"Marseille","Carte",9.9,9,"Standard",48,"Publicité"
"C053","CMD0234",2024-09-02,"Huile d'argan","Beauté",1,15.9,0.15,"Bordeaux","Virement",13.52,9,"Standard",25,"Moteur de recherche"
"C060","CMD0235",2024-09-03,"Savon naturel","Beauté",1,6.5,0.05,"Paris","Carte",6.18,9,"Standard",18,"Bouche-à-oreille"
"C036","CMD0236",2024-09-03,"Coussin décoratif","Maison",1,19.9,0.1,"Marseille","Carte",17.91,9,"Nouveau",38,"Moteur de recherche"
"C075","CMD0237",2024-09-03,"Tapis de yoga","Sport",1,24.9,0,"Lyon","Paypal",24.9,9,"Standard",52,"Bouche-à-oreille"
"C058","CMD0238",2024-09-04,"Tapis de yoga","Sport",4,24.9,0.1,"Bordeaux","Paypal",89.64,9,"Standard",28,"Moteur de recherche"
"C066","CMD0239",2024-09-04,"Savon naturel","Beauté",1,6.5,0.15,"Paris","Paypal",5.52,9,"Premium",45,"Moteur de recherche"
"C065","CMD0240",2024-09-06,"Parfum d'ambiance","Beauté",1,27,0,"Paris","Carte",27,9,"Standard",26,"Bouche-à-oreille"
"C069","CMD0241",2024-09-06,"Set de casseroles","Maison",4,79,0.1,"Lille","Carte",284.4,9,"Standard",21,"Bouche-à-oreille"
"C110","CMD0242",2024-09-08,"Set de casseroles","Maison",3,79,0,"Bordeaux","Carte",237,9,"Premium",26,"Réseaux sociaux"
"C098","CMD0243",2024-09-09,"Corde à sauter","Sport",1,9.9,0,"Nantes","Carte",9.9,9,"Standard",29,"Publicité"
"C047","CMD0244",2024-09-09,"Set de casseroles","Maison",1,79,0.2,"Lille","Virement",63.2,9,"Standard",18,"Moteur de recherche"
"C015","CMD0245",2024-09-09,"Set de casseroles","Maison",5,79,0,"Paris","Carte",395,9,"Standard",27,"Bouche-à-oreille"
"C090","CMD0246",2024-09-11,"Corde à sauter","Sport",2,9.9,0,"Paris","Carte",19.8,9,"Premium",29,"Bouche-à-oreille"
"C110","CMD0247",2024-09-11,"Coussin décoratif","Maison",4,19.9,0.05,"Marseille","Paypal",75.62,9,"Premium",26,"Réseaux sociaux"
"C075","CMD0248",2024-09-11,"Savon naturel","Beauté",2,6.5,0,"Nantes","Carte",13,9,"Standard",52,"Bouche-à-oreille"
"C021","CMD0250",2024-09-12,"Set de casseroles","Maison",2,79,0,"Bordeaux","Carte",158,9,"Standard",19,"Bouche-à-oreille"
"C076","CMD0251",2024-09-12,"Lampe de bureau","Maison",1,34.9,0,"Bordeaux","Carte",34.9,9,"Nouveau",54,"Bouche-à-oreille"
"C042","CMD0252",2024-09-14,"Huile d'argan","Beauté",1,15.9,0,"Lille","Carte",15.9,9,"Premium",38,"Réseaux sociaux"
"C058","CMD0253",2024-09-14,"Corde à sauter","Sport",1,9.9,0,"Paris","Carte",9.9,9,"Standard",28,"Moteur de recherche"
"C035","CMD0254",2024-09-17,"Savon naturel","Beauté",3,6.5,0,"Paris","Paypal",19.5,9,"Nouveau",66,"Publicité"
"C048","CMD0255",2024-09-19,"Haltères 5 kg","Sport",3,29.9,0.2,"Lille","Carte",71.76,9,"Standard",68,"Publicité"
"C007","CMD0256",2024-09-20,"Parfum d'ambiance","Beauté",1,27,0,"Marseille","Carte",27,9,"Standard",60,"Moteur de recherche"
"C045","CMD0257",2024-09-20,"Gourde isotherme","Sport",2,17.5,0.05,"Lyon","Carte",33.25,9,"Premium",30,"Bouche-à-oreille"
"C069","CMD0258",2024-09-21,"Haltères 5 kg","Sport",1,29.9,0.2,"Bordeaux","Carte",23.92,9,"Standard",21,"Bouche-à-oreille"
"C072","CMD0259",2024-09-22,"Savon naturel","Beauté",1,6.5,0.15,"Paris","Carte",5.52,9,"Standard",53,"Bouche-à-oreille"
"C103","CMD0260",2024-09-23,"Gourde isotherme","Sport",1,17.5,0,"Paris","Paypal",17.5,9,"Standard",50,"Réseaux sociaux"
"C101","CMD0261",2024-09-23,"Tapis de yoga","Sport",3,24.9,0.1,"Marseille","Paypal",67.23,9,"Standard",69,"Moteur de recherche"
"C094","CMD0262",2024-09-24,"Plaid en laine","Maison",3,45.5,0,"Paris","Carte",136.5,9,"Standard",48,"Réseaux sociaux"
"C111","CMD0263",2024-09-25,"Haltères 5 kg","Sport",1,29.9,0,"Marseille","Carte",29.9,9,"Standard",42,"Bouche-à-oreille"
"C091","CMD0264",2024-09-25,"Huile d'argan","Beauté",2,15.9,0,"Nantes","Paypal",31.8,9,"Standard",58,"Réseaux sociaux"
"C101","CMD0265",2024-09-26,"Huile d'argan","Beauté",2,15.9,0,"Lyon","Inconnu",31.8,9,"Standard",69,"Moteur de recherche"
"C076","CMD0266",2024-09-27,"Tapis de yoga","Sport",2,24.9,0,"Lyon","Virement",49.8,9,"Nouveau",54,"Bouche-à-oreille"
"C081","CMD0267",2024-09-29,"Huile d'argan","Beauté",5,15.9,0,"Lyon","Carte",79.5,9,"Standard",42,"Bouche-à-oreille"
"C063","CMD0268",2024-09-30,"Gourde isotherme","Sport",2,17.5,0,"Paris","Paypal",35,9,"Standard",41,"Moteur de recherche"
"C119","CMD0269",2024-10-02,"Huile d'argan","Beauté",3,15.9,0.1,"Paris","Carte",42.93,10,"Standard",46,"Moteur de recherche"
"C009","CMD0270",2024-10-02,"Coussin décoratif","Maison",3,19.9,0,"Paris","Carte",59.7,10,"Premium",28,"Bouche-à-oreille"
"C035","CMD0271",2024-10-04,"Lampe de bureau","Maison",1,34.9,0.1,"Paris","Inconnu",31.41,10,"Nouveau",66,"Publicité"
"C077","CMD0272",2024-10-05,"Lampe de bureau","Maison",2,34.9,0,"Bordeaux","Virement",69.8,10,"Standard",46,"Bouche-à-oreille"
"C083","CMD0273",2024-10-06,"Gourde isotherme","Sport",2,17.5,0.05,"Lyon","Paypal",33.25,10,"Standard",43,"Publicité"
"C047","CMD0274",2024-10-09,"Tapis de yoga","Sport",1,24.9,0.05,"Lyon","Carte",23.65,10,"Standard",18,"Moteur de recherche"
"C035","CMD0275",2024-10-11,"Savon naturel","Beauté",1,6.5,0,"Lille","Paypal",6.5,10,"Nouveau",66,"Publicité"
"C070","CMD0277",2024-10-12,"Crème hydratante","Beauté",3,22,0.15,"Paris","Paypal",56.1,10,"Standard",43,"Moteur de recherche"
"C015","CMD0278",2024-10-14,"Savon naturel","Beauté",2,6.5,0.2,"Lille","Carte",10.4,10,"Standard",27,"Bouche-à-oreille"
"C066","CMD0279",2024-10-19,"Coussin décoratif","Maison",3,19.9,0,"Paris","Virement",59.7,10,"Premium",45,"Moteur de recherche"
"C108","CMD0280",2024-10-20,"Coussin décoratif","Maison",2,19.9,0.1,"Lille","Carte",35.82,10,"Standard",42,"Publicité"
"C030","CMD0281",2024-10-20,"Corde à sauter","Sport",1,9.9,0.05,"Paris","Carte",9.4,10,"Standard",54,"Moteur de recherche"
"C118","CMD0282",2024-10-20,"Set de casseroles","Maison",1,79,0.15,"Paris","Paypal",67.15,10,"Standard",61,"Moteur de recherche"
"C102","CMD0283",2024-10-20,"Coussin décoratif","Maison",5,19.9,0,"Lyon","Paypal",99.5,10,"Nouveau",66,"Bouche-à-oreille"
"C003","CMD0284",2024-10-21,"Crème hydratante","Beauté",4,22,0.1,"Paris","Carte",79.2,10,"Nouveau",52,"Publicité"
"C113","CMD0285",2024-10-22,"Coussin décoratif","Maison",2,19.9,0,"Marseille","Carte",39.8,10,"Premium",30,"Publicité"
"C065","CMD0286",2024-10-22,"Gourde isotherme","Sport",1,17.5,0,"Lille","Paypal",17.5,10,"Standard",26,"Bouche-à-oreille"
"C005","CMD0287",2024-10-23,"Plaid en laine","Maison",3,45.5,0.1,"Paris","Carte",122.85,10,"Standard",56,"Bouche-à-oreille"
"C072","CMD0288",2024-10-24,"Tapis de yoga","Sport",3,24.9,0,"Paris","Carte",74.7,10,"Standard",53,"Bouche-à-oreille"
"C103","CMD0289",2024-10-24,"Corde à sauter","Sport",3,9.9,0.2,"Bordeaux","Carte",23.76,10,"Standard",50,"Réseaux sociaux"
"C038","CMD0290",2024-10-24,"Gourde isotherme","Sport",2,17.5,0,"Paris","Carte",35,10,"Premium",33,"Publicité"
"C048","CMD0291",2024-10-25,"Huile d'argan","Beauté",5,15.9,0,"Paris","Carte",79.5,10,"Standard",68,"Publicité"
"C117","CMD0292",2024-10-25,"Corde à sauter","Sport",1,9.9,0.2,"Nantes","Virement",7.92,10,"Premium",29,"Réseaux sociaux"
"C025","CMD0293",2024-10-25,"Crème hydratante","Beauté",4,22,0.15,"Nantes","Paypal",74.8,10,"Nouveau",47,"Moteur de recherche"
"C096","CMD0294",2024-10-27,"Savon naturel","Beauté",2,6.5,0.1,"Lyon","Carte",11.7,10,"Standard",50,"Bouche-à-oreille"
"C011","CMD0295",2024-10-27,"Corde à sauter","Sport",2,9.9,0.15,"Bordeaux","Carte",16.83,10,"Premium",38,"Réseaux sociaux"
"C002","CMD0297",2024-10-31,"Gourde isotherme","Sport",2,17.5,0.05,"Paris","Paypal",33.25,10,"Standard",56,"Bouche-à-oreille"
"C034","CMD0298",2024-10-31,"Coussin décoratif","Maison",3,19.9,0.1,"Paris","Virement",53.73,10,"Premium",51,"Moteur de recherche"
"C043","CMD0299",2024-11-01,"Corde à sauter","Sport",2,9.9,0.15,"Lille","Carte",16.83,11,"Nouveau",35,"Publicité"
"C031","CMD0300",2024-11-02,"Tapis de yoga","Sport",1,24.9,0,"Lille","Carte",24.9,11,"Standard",54,"Réseaux sociaux"
"C066","CMD0301",2024-11-02,"Crème hydratante","Beauté",4,22,0,"Nantes","Virement",88,11,"Premium",45,"Moteur de recherche"
"C062","CMD0302",2024-11-02,"Corde à sauter","Sport",4,9.9,0.1,"Paris","Carte",35.64,11,"Standard",31,"Publicité"
"C014","CMD0303",2024-11-02,"Savon naturel","Beauté",2,6.5,0,"Lille","Virement",13,11,"Standard",57,"Moteur de recherche"
"C100","CMD0304",2024-11-05,"Gourde isotherme","Sport",3,17.5,0,"Paris","Carte",52.5,11,"Standard",68,"Publicité"
"C031","CMD0305",2024-11-05,"Huile d'argan","Beauté",2,15.9,0,"Marseille","Carte",31.8,11,"Standard",54,"Réseaux sociaux"
"C040","CMD0306",2024-11-05,"Savon naturel","Beauté",1,6.5,0,"Marseille","Carte",6.5,11,"Nouveau",58,"Moteur de recherche"
"C054","CMD0307",2024-11-05,"Lampe de bureau","Maison",2,34.9,0,"Lyon","Inconnu",69.8,11,"Standard",33,"Bouche-à-oreille"
"C067","CMD0308",2024-11-06,"Parfum d'ambiance","Beauté",3,27,0.15,"Paris","Paypal",68.85,11,"Premium",46,"Réseaux sociaux"
"C008","CMD0309",2024-11-06,"Lampe de bureau","Maison",1,34.9,0.15,"Paris","Carte",29.66,11,"Standard",31,"Bouche-à-oreille"
"C081","CMD0310",2024-11-07,"Haltères 5 kg","Sport",1,29.9,0.1,"Lille","Virement",26.91,11,"Standard",42,"Bouche-à-oreille"
"C022","CMD0311",2024-11-09,"Corde à sauter","Sport",3,9.9,0,"Paris","Carte",29.7,11,"Standard",60,"Réseaux sociaux"
"C118","CMD0312",2024-11-09,"Set de casseroles","Maison",2,79,0.2,"Lyon","Carte",126.4,11,"Standard",61,"Moteur de recherche"
"C044","CMD0313",2024-11-10,"Set de casseroles","Maison",2,79,0.05,"Paris","Carte",150.1,11,"Standard",19,"Moteur de recherche"
"C099","CMD0314",2024-11-12,"Crème hydratante","Beauté",1,22,0,"Lille","Paypal",22,11,"Premium",67,"Moteur de recherche"
"C072","CMD0315",2024-11-12,"Plaid en laine","Maison",1,45.5,0,"Nantes","Paypal",45.5,11,"Standard",53,"Bouche-à-oreille"
"C040","CMD0316",2024-11-12,"Lampe de bureau","Maison",2,34.9,0,"Marseille","Carte",69.8,11,"Nouveau",58,"Moteur de recherche"
"C092","CMD0317",2024-11-13,"Haltères 5 kg","Sport",2,29.9,0.05,"Lille","Paypal",56.81,11,"Premium",27,"Réseaux sociaux"
"C023","CMD0318",2024-11-14,"Corde à sauter","Sport",2,9.9,0,"Paris","Carte",19.8,11,"Nouveau",44,"Réseaux sociaux"
"C091","CMD0319",2024-11-14,"Coussin décoratif","Maison",3,19.9,0,"Lille","Carte",59.7,11,"Standard",58,"Réseaux sociaux"
"C066","CMD0320",2024-11-15,"Crème hydratante","Beauté",1,22,0.05,"Paris","Paypal",20.9,11,"Premium",45,"Moteur de recherche"
"C004","CMD0323",2024-11-17,"Lampe de bureau","Maison",2,34.9,0.15,"Paris","Carte",59.33,11,"Nouveau",21,"Publicité"
"C097","CMD0324",2024-11-18,"Coussin décoratif","Maison",1,19.9,0,"Marseille","Carte",19.9,11,"Nouveau",26,"Moteur de recherche"
"C032","CMD0325",2024-11-18,"Tapis de yoga","Sport",1,24.9,0,"Marseille","Carte",24.9,11,"Standard",45,"Publicité"
"C113","CMD0326",2024-11-18,"Parfum d'ambiance","Beauté",2,27,0.2,"Paris","Carte",43.2,11,"Premium",30,"Publicité"
"C048","CMD0327",2024-11-19,"Plaid en laine","Maison",1,45.5,0.1,"Paris","Paypal",40.95,11,"Standard",68,"Publicité"
"C028","CMD0328",2024-11-19,"Parfum d'ambiance","Beauté",5,27,0,"Paris","Virement",135,11,"Premium",52,"Réseaux sociaux"
"C097","CMD0329",2024-11-21,"Crème hydratante","Beauté",3,22,0.15,"Bordeaux","Paypal",56.1,11,"Nouveau",26,"Moteur de recherche"
"C017","CMD0330",2024-11-21,"Corde à sauter","Sport",1,9.9,0.05,"Lyon","Paypal",9.4,11,"Standard",43,"Réseaux sociaux"
"C117","CMD0331",2024-11-22,"Corde à sauter","Sport",1,9.9,0,"Lille","Carte",9.9,11,"Premium",29,"Réseaux sociaux"
"C092","CMD0332",2024-11-22,"Coussin décoratif","Maison",2,19.9,0.2,"Lyon","Carte",31.84,11,"Premium",27,"Réseaux sociaux"
"C033","CMD0333",2024-11-23,"Savon naturel","Beauté",2,6.5,0.05,"Bordeaux","Paypal",12.35,11,"Standard",38,"Moteur de recherche"
"C110","CMD0334",2024-11-23,"Tapis de yoga","Sport",1,24.9,0,"Lyon","Carte",24.9,11,"Premium",26,"Réseaux sociaux"
"C088","CMD0335",2024-11-23,"Set de casseroles","Maison",4,79,0,"Lyon","Carte",316,11,"Standard",18,"Réseaux sociaux"
"C001","CMD0336",2024-11-23,"Huile d'argan","Beauté",2,15.9,0,"Lille","Virement",31.8,11,"Premium",49,"Réseaux sociaux"
"C109","CMD0337",2024-11-24,"Coussin décoratif","Maison",2,19.9,0.1,"Lille","Carte",35.82,11,"Standard",64,"Publicité"
"C089","CMD0338",2024-11-24,"Plaid en laine","Maison",2,45.5,0,"Lyon","Carte",91,11,"Standard",47,"Réseaux sociaux"
"C065","CMD0339",2024-11-27,"Set de casseroles","Maison",2,79,0,"Lyon","Paypal",158,11,"Standard",26,"Bouche-à-oreille"
"C055","CMD0340",2024-11-27,"Parfum d'ambiance","Beauté",5,27,0,"Bordeaux","Carte",135,11,"Nouveau",59,"Publicité"
"C120","CMD0341",2024-11-27,"Plaid en laine","Maison",1,45.5,0,"Lille","Carte",45.5,11,"Standard",24,"Bouche-à-oreille"
"C090","CMD0342",2024-11-27,"Parfum d'ambiance","Beauté",2,27,0.1,"Lille","Paypal",48.6,11,"Premium",29,"Bouche-à-oreille"
"C066","CMD0343",2024-11-27,"Parfum d'ambiance","Beauté",2,27,0,"Nantes","Carte",54,11,"Premium",45,"Moteur de recherche"
"C033","CMD0344",2024-11-29,"Gourde isotherme","Sport",2,17.5,0,"Lyon","Carte",35,11,"Standard",38,"Moteur de recherche"
"C072","CMD0345",2024-11-29,"Gourde isotherme","Sport",1,17.5,0.15,"Marseille","Carte",14.88,11,"Standard",53,"Bouche-à-oreille"
"C074","CMD0346",2024-11-29,"Plaid en laine","Maison",2,45.5,0.15,"Lille","Carte",77.35,11,"Standard",41,"Moteur de recherche"
"C113","CMD0347",2024-11-30,"Tapis de yoga","Sport",2,24.9,0.05,"Paris","Carte",47.31,11,"Premium",30,"Publicité"
"C022","CMD0348",2024-11-30,"Savon naturel","Beauté",1,6.5,0.15,"Lille","Paypal",5.52,11,"Standard",60,"Réseaux sociaux"
"C022","CMD0349",2024-12-01,"Coussin décoratif","Maison",2,19.9,0.05,"Marseille","Carte",37.81,12,"Standard",60,"Réseaux sociaux"
"C065","CMD0351",2024-12-02,"Crème hydratante","Beauté",1,22,0,"Lyon","Virement",22,12,"Standard",26,"Bouche-à-oreille"
"C017","CMD0352",2024-12-02,"Gourde isotherme","Sport",1,17.5,0,"Bordeaux","Paypal",17.5,12,"Standard",43,"Réseaux sociaux"
"C109","CMD0353",2024-12-02,"Corde à sauter","Sport",1,9.9,0,"Lyon","Paypal",9.9,12,"Standard",64,"Publicité"
"C006","CMD0354",2024-12-03,"Parfum d'ambiance","Beauté",1,27,0,"Paris","Carte",27,12,"Nouveau",47,"Moteur de recherche"
"C044","CMD0355",2024-12-03,"Coussin décoratif","Maison",4,19.9,0,"Marseille","Virement",79.6,12,"Standard",19,"Moteur de recherche"
"C001","CMD0356",2024-12-03,"Haltères 5 kg","Sport",5,29.9,0,"Lyon","Carte",149.5,12,"Premium",49,"Réseaux sociaux"
"C110","CMD0357",2024-12-05,"Savon naturel","Beauté",4,6.5,0,"Paris","Carte",26,12,"Premium",26,"Réseaux sociaux"
"C109","CMD0358",2024-12-05,"Huile d'argan","Beauté",2,15.9,0.05,"Lyon","Paypal",30.21,12,"Standard",64,"Publicité"
"C082","CMD0359",2024-12-06,"Lampe de bureau","Maison",5,34.9,0,"Marseille","Carte",174.5,12,"Standard",25,"Bouche-à-oreille"
"C108","CMD0360",2024-12-07,"Huile d'argan","Beauté",3,15.9,0.15,"Bordeaux","Carte",40.55,12,"Standard",42,"Publicité"
"C079","CMD0361",2024-12-07,"Crème hydratante","Beauté",1,22,0.1,"Lille","Carte",19.8,12,"Nouveau",31,"Moteur de recherche"
"C013","CMD0362",2024-12-08,"Savon naturel","Beauté",1,6.5,0,"Paris","Paypal",6.5,12,"Nouveau",19,"Moteur de recherche"
"C047","CMD0363",2024-12-08,"Plaid en laine","Maison",3,45.5,0,"Marseille","Carte",136.5,12,"Standard",18,"Moteur de recherche"
"C036","CMD0364",2024-12-08,"Plaid en laine","Maison",1,45.5,0.2,"Marseille","Carte",36.4,12,"Nouveau",38,"Moteur de recherche"
"C079","CMD0365",2024-12-08,"Gourde isotherme","Sport",3,17.5,0,"Marseille","Carte",52.5,12,"Nouveau",31,"Moteur de recherche"
"C046","CMD0366",2024-12-10,"Parfum d'ambiance","Beauté",1,27,0,"Lyon","Paypal",27,12,"Standard",27,"Réseaux sociaux"
"C104","CMD0367",2024-12-10,"Crème hydratante","Beauté",1,22,0.05,"Marseille","Virement",20.9,12,"Standard",68,"Publicité"
"C114","CMD0368",2024-12-11,"Parfum d'ambiance","Beauté",1,27,0,"Lille","Paypal",27,12,"Standard",48,"Bouche-à-oreille"
"C031","CMD0369",2024-12-13,"Corde à sauter","Sport",1,9.9,0,"Paris","Paypal",9.9,12,"Standard",54,"Réseaux sociaux"
"C109","CMD0370",2024-12-13,"Corde à sauter","Sport",1,9.9,0,"Paris","Carte",9.9,12,"Standard",64,"Publicité"
"C025","CMD0371",2024-12-14,"Crème hydratante","Beauté",2,22,0.2,"Lyon","Paypal",35.2,12,"Nouveau",47,"Moteur de recherche"
"C078","CMD0372",2024-12-15,"Corde à sauter","Sport",3,9.9,0.15,"Lyon","Virement",25.25,12,"Standard",66,"Réseaux sociaux"
"C105","CMD0373",2024-12-15,"Set de casseroles","Maison",1,79,0.05,"Lille","Carte",75.05,12,"Standard",22,"Réseaux sociaux"
"C014","CMD0374",2024-12-15,"Haltères 5 kg","Sport",4,29.9,0,"Lille","Virement",119.6,12,"Standard",57,"Moteur de recherche"
"C119","CMD0375",2024-12-16,"Plaid en laine","Maison",2,45.5,0.05,"Bordeaux","Paypal",86.45,12,"Standard",46,"Moteur de recherche"
"C090","CMD0376",2024-12-16,"Savon naturel","Beauté",1,6.5,0.05,"Lyon","Carte",6.18,12,"Premium",29,"Bouche-à-oreille"
"C013","CMD0377",2024-12-16,"Corde à sauter","Sport",1,9.9,0,"Marseille","Paypal",9.9,12,"Nouveau",19,"Moteur de recherche"
"C092","CMD0378",2024-12-16,"Plaid en laine","Maison",1,45.5,0.05,"Paris","Carte",43.23,12,"Premium",27,"Réseaux sociaux"
"C109","CMD0379",2024-12-19,"Gourde isotherme","Sport",5,17.5,0,"Lyon","Carte",87.5,12,"Standard",64,"Publicité"
"C068","CMD0380",2024-12-19,"Set de casseroles","Maison",1,79,0.05,"Paris","Paypal",75.05,12,"Nouveau",70,"Bouche-à-oreille"
"C002","CMD0381",2024-12-20,"Coussin décoratif","Maison",1,19.9,0,"Paris","Paypal",19.9,12,"Standard",56,"Bouche-à-oreille"
"C026","CMD0382",2024-12-21,"Savon naturel","Beauté",1,6.5,0.05,"Paris","Carte",6.18,12,"Standard",50,"Moteur de recherche"
"C072","CMD0383",2024-12-21,"Haltères 5 kg","Sport",3,29.9,0,"Lyon","Carte",89.7,12,"Standard",53,"Bouche-à-oreille"
"C008","CMD0384",2024-12-22,"Crème hydratante","Beauté",3,22,0,"Marseille","Virement",66,12,"Standard",31,"Bouche-à-oreille"
"C114","CMD0385",2024-12-22,"Haltères 5 kg","Sport",2,29.9,0,"Lyon","Paypal",59.8,12,"Standard",48,"Bouche-à-oreille"
"C075","CMD0386",2024-12-24,"Crème hydratante","Beauté",3,22,0,"Nantes","Carte",66,12,"Standard",52,"Bouche-à-oreille"
"C073","CMD0387",2024-12-24,"Savon naturel","Beauté",4,6.5,0,"Lille","Carte",26,12,"Nouveau",36,"Réseaux sociaux"
"C088","CMD0388",2024-12-24,"Haltères 5 kg","Sport",4,29.9,0.2,"Bordeaux","Carte",95.68,12,"Standard",18,"Réseaux sociaux"
"C078","CMD0389",2024-12-24,"Haltères 5 kg","Sport",5,29.9,0,"Paris","Carte",149.5,12,"Standard",66,"Réseaux sociaux"
"C034","CMD0390",2024-12-24,"Savon naturel","Beauté",4,6.5,0.15,"Bordeaux","Paypal",22.1,12,"Premium",51,"Moteur de recherche"
"C036","CMD0391",2024-12-24,"Coussin décoratif","Maison",4,19.9,0,"Lyon","Carte",79.6,12,"Nouveau",38,"Moteur de recherche"
"C110","CMD0392",2024-12-25,"Set de casseroles","Maison",1,79,0,"Lyon","Carte",79,12,"Premium",26,"Réseaux sociaux"
"C003","CMD0393",2024-12-26,"Huile d'argan","Beauté",1,15.9,0.05,"Lyon","Paypal",15.11,12,"Nouveau",52,"Publicité"
