"id_commande","date","client_id","produit","categorie","quantite","prix_unitaire","remise","ville","mode_paiement"
"CMD0288",2024-10-24,"C072","Tapis de yoga","Sport",3,24.9,0,"Paris","Carte"
"CMD0289",2024-10-24,"C103","Corde à sauter","Sport",3,9.9,0.2,"Bordeaux","Carte"
"CMD0290",2024-10-24,"C038","Gourde isotherme","Sport",2,17.5,0,"Paris","Carte"
"CMD0291",2024-10-25,"C048","Huile d'argan","Beauté",5,15.9,0,"Paris","Carte"
"CMD0292",2024-10-25,"C117","Corde à sauter","Sport",1,9.9,0.2,"Nantes","Virement"
"CMD0293",2024-10-25,"C025","Crème hydratante","Beauté",4,22,0.15,"Nantes","Paypal"
"CMD0294",2024-10-27,"C096","Savon naturel","Beauté",2,6.5,0.1,"Lyon","Carte"
"CMD0295",2024-10-27,"C011","Corde à sauter","Sport",2,9.9,0.15,"Bordeaux","Carte"
"CMD0297",2024-10-31,"C002","Gourde isotherme","Sport",2,17.5,0.05,"Paris","Paypal"
"CMD0298",2024-10-31,"C034","Coussin décoratif","Maison",3,19.9,0.1,"Paris","Virement"
"CMD0299",2024-11-01,"C043","Corde à sauter","Sport",2,9.9,0.15,"Lille","Carte"
"CMD0300",2024-11-02,"C031","Tapis de yoga","Sport",1,24.9,0,"Lille","Carte"
"CMD0301",2024-11-02,"C066","Crème hydratante","Beauté",4,22,0,"Nantes","Virement"
"CMD0302",2024-11-02,"C062","Corde à sauter","Sport",4,9.9,0.1,"Paris","Carte"
"CMD0303",2024-11-02,"C014","Savon naturel","Beauté",2,6.5,0,"Lille","Virement"
"CMD0304",2024-11-05,"C100","Gourde isotherme","Sport",3,17.5,0,"Paris","Carte"
"CMD0305",2024-11-05,"C031","Huile d'argan","Beauté",2,15.9,0,"Marseille","Carte"
"CMD0306",2024-11-05,"C040","Savon naturel","Beauté",1,6.5,0,"Marseille","Carte"
"CMD0307",2024-11-05,"C054","Lampe de bureau","Maison",2,34.9,0,"Lyon","Inconnu"
"CMD0308",2024-11-06,"C067","Parfum d'ambiance","Beauté",3,27,0.15,"Paris","Paypal"
"CMD0309",2024-11-06,"C008","Lampe de bureau","Maison",1,34.9,0.15,"Paris","Carte"
"CMD0310",2024-11-07,"C081","Haltères 5 kg","Sport",1,29.9,0.1,"Lille","Virement"
"CMD0311",2024-11-09,"C022","Corde à sauter","Sport",3,9.9,0,"Paris","Carte"
"CMD0312",2024-11-09,"C118","Set de casseroles","Maison",2,79,0.2,"Lyon","Carte"
"CMD0313",2024-11-10,"C044","Set de casseroles","Maison",2,79,0.05,"Paris","Carte"
"CMD0314",2024-11-12,"C099","Crème hydratante","Beauté",1,22,0,"Lille","Paypal"
"CMD0315",2024-11-12,"C072","Plaid en laine","Maison",1,45.5,0,"Nantes","Paypal"
"CMD0316",2024-11-12,"C040","Lampe de bureau","Maison",2,34.9,0,"Marseille","Carte"
"CMD0317",2024-11-13,"C092","Haltères 5 kg","Sport",2,29.9,0.05,"Lille","Paypal"
"CMD0318",2024-11-14,"C023","Corde à sauter","Sport",2,9.9,0,"Paris","Carte"
"CMD0319",2024-11-14,"C091","Coussin décoratif","Maison",3,19.9,0,"Lille","Carte"
"CMD0320",2024-11-15,"C066","Crème hydratante","Beauté",1,22,0.05,"Paris","Paypal"
"CMD0323",2024-11-17,"C004","Lampe de bureau","Maison",2,34.9,0.15,"Paris","Carte"
"CMD0324",2024-11-18,"C097","Coussin décoratif","Maison",1,19.9,0,"Marseille","Carte"
"CMD0325",2024-11-18,"C032","Tapis de yoga","Sport",1,24.9,0,"Marseille","Carte"
"CMD0326",2024-11-18,"C113","Parfum d'ambiance","Beauté",2,27,0.2,"Paris","Carte"
"CMD0327",2024-11-19,"C048","Plaid en laine","Maison",1,45.5,0.1,"Paris","Paypal"
"CMD0328",2024-11-19,"C028","Parfum d'ambiance","Beauté",5,27,0,"Paris","Virement"
"CMD0329",2024-11-21,"C097","Crème hydratante","Beauté",3,22,0.15,"Bordeaux","Paypal"
"CMD0330",2024-11-21,"C017","Corde à sauter","Sport",1,9.9,0.05,"Lyon","Paypal"
"CMD0331",2024-11-22,"C117","Corde à sauter","Sport",1,9.9,0,"Lille","Carte"
"CMD0332",2024-11-22,"C092","Coussin décoratif","Maison",2,19.9,0.2,"Lyon","Carte"
"CMD0333",2024-11-23,"C033","Savon naturel","Beauté",2,6.5,0.05,"Bordeaux","Paypal"
"CMD0334",2024-11-23,"C110","Tapis de yoga","Sport",1,24.9,0,"Lyon","Carte"
"CMD0335",2024-11-23,"C088","Set de casseroles","Maison",4,79,0,"Lyon","Carte"
"CMD0336",2024-11-23,"C001","Huile d'argan","Beauté",2,15.9,0,"Lille","Virement"
"CMD0337",2024-11-24,"C109","Coussin décoratif","Maison",2,19.9,0.1,"Lille","Carte"
"CMD0338",2024-11-24,"C089","Plaid en laine","Maison",2,45.5,0,"Lyon","Carte"
"CMD0339",2024-11-27,"C065","Set de casseroles","Maison",2,79,0,"Lyon","Paypal"
"CMD0340",2024-11-27,"C055","Parfum d'ambiance","Beauté",5,27,0,"Bordeaux","Carte"
"CMD0341",2024-11-27,"C120","Plaid en laine","Maison",1,45.5,0,"Lille","Carte"
"CMD0342",2024-11-27,"C090","Parfum d'ambiance","Beauté",2,27,0.1,"Lille","Paypal"
"CMD0343",2024-11-27,"C066","Parfum d'ambiance","Beauté",2,27,0,"Nantes","Carte"
"CMD0344",2024-11-29,"C033","Gourde isotherme","Sport",2,17.5,0,"Lyon","Carte"
"CMD0345",2024-11-29,"C072","Gourde isotherme","Sport",1,17.5,0.15,"Marseille","Carte"
"CMD0346",2024-11-29,"C074","Plaid en laine","Maison",2,45.5,0.15,"Lille","Carte"
"CMD0347",2024-11-30,"C113","Tapis de yoga","Sport",2,24.9,0.05,"Paris","Carte"
"CMD0348",2024-11-30,"C022","Savon naturel","Beauté",1,6.5,0.15,"Lille","Paypal"
"CMD0349",2024-12-01,"C022","Coussin décoratif","Maison",2,19.9,0.05,"Marseille","Carte"
"CMD0351",2024-12-02,"C065","Crème hydratante","Beauté",1,22,0,"Lyon","Virement"
"CMD0352",2024-12-02,"C017","Gourde isotherme","Sport",1,17.5,0,"Bordeaux","Paypal"
"CMD0353",2024-12-02,"C109","Corde à sauter","Sport",1,9.9,0,"Lyon","Paypal"
"CMD0354",2024-12-03,"C006","Parfum d'ambiance","Beauté",1,27,0,"Paris","Carte"
"CMD0355",2024-12-03,"C044","Coussin décoratif","Maison",4,19.9,0,"Marseille","Virement"
"CMD0356",2024-12-03,"C001","Haltères 5 kg","Sport",5,29.9,0,"Lyon","Carte"
"CMD0357",2024-12-05,"C110","Savon naturel","Beauté",4,6.5,0,"Paris","Carte"
"CMD0358",2024-12-05,"C109","Huile d'argan","Beauté",2,15.9,0.05,"Lyon","Paypal"
"CMD0359",2024-12-06,"C082","Lampe de bureau","Maison",5,34.9,0,"Marseille","Carte"
"CMD0360",2024-12-07,"C108","Huile d'argan","Beauté",3,15.9,0.15,"Bordeaux","Carte"
"CMD0361",2024-12-07,"C079","Crème hydratante","Beauté",1,22,0.1,"Lille","Carte"
"CMD0362",2024-12-08,"C013","Savon naturel","Beauté",1,6.5,0,"Paris","Paypal"
"CMD0363",2024-12-08,"C047","Plaid en laine","Maison",3,45.5,0,"Marseille","Carte"
"CMD0364",2024-12-08,"C036","Plaid en laine","Maison",1,45.5,0.2,"Marseille","Carte"
"CMD0365",2024-12-08,"C079","Gourde isotherme","Sport",3,17.5,0,"Marseille","Carte"
"CMD0366",2024-12-10,"C046","Parfum d'ambiance","Beauté",1,27,0,"Lyon","Paypal"
"CMD0367",2024-12-10,"C104","Crème hydratante","Beauté",1,22,0.05,"Marseille","Virement"
"CMD0368",2024-12-11,"C114","Parfum d'ambiance","Beauté",1,27,0,"Lille","Paypal"
"CMD0369",2024-12-13,"C031","Corde à sauter","Sport",1,9.9,0,"Paris","Paypal"
"CMD0370",2024-12-13,"C109","Corde à sauter","Sport",1,9.9,0,"Paris","Carte"
"CMD0371",2024-12-14,"C025","Crème hydratante","Beauté",2,22,0.2,"Lyon","Paypal"
"CMD0372",2024-12-15,"C078","Corde à sauter","Sport",3,9.9,0.15,"Lyon","Virement"
"CMD0373",2024-12-15,"C105","Set de casseroles","Maison",1,79,0.05,"Lille","Carte"
"CMD0374",2024-12-15,"C014","Haltères 5 kg","Sport",4,29.9,0,"Lille","Virement"
"CMD0375",2024-12-16,"C119","Plaid en laine","Maison",2,45.5,0.05,"Bordeaux","Paypal"
"CMD0376",2024-12-16,"C090","Savon naturel","Beauté",1,6.5,0.05,"Lyon","Carte"
"CMD0377",2024-12-16,"C013","Corde à sauter","Sport",1,9.9,0,"Marseille","Paypal"
"CMD0378",2024-12-16,"C092","Plaid en laine","Maison",1,45.5,0.05,"Paris","Carte"
"CMD0379",2024-12-19,"C109","Gourde isotherme","Sport",5,17.5,0,"Lyon","Carte"
"CMD0380",2024-12-19,"C068","Set de casseroles","Maison",1,79,0.05,"Paris","Paypal"
"CMD0381",2024-12-20,"C002","Coussin décoratif","Maison",1,19.9,0,"Paris","Paypal"
"CMD0382",2024-12-21,"C026","Savon naturel","Beauté",1,6.5,0.05,"Paris","Carte"
"CMD0383",2024-12-21,"C072","Haltères 5 kg","Sport",3,29.9,0,"Lyon","Carte"
"CMD0384",2024-12-22,"C008","Crème hydratante","Beauté",3,22,0,"Marseille","Virement"
"CMD0385",2024-12-22,"C114","Haltères 5 kg","Sport",2,29.9,0,"Lyon","Paypal"
"CMD0386",2024-12-24,"C075","Crème hydratante","Beauté",3,22,0,"Nantes","Carte"
"CMD0387",2024-12-24,"C073","Savon naturel","Beauté",4,6.5,0,"Lille","Carte"
"CMD0388",2024-12-24,"C088","Haltères 5 kg","Sport",4,29.9,0.2,"Bordeaux","Carte"
"CMD0389",2024-12-24,"C078","Haltères 5 kg","Sport",5,29.9,0,"Paris","Carte"
"CMD0390",2024-12-24,"C034","Savon naturel","Beauté",4,6.5,0.15,"Bordeaux","Paypal"
"CMD0391",2024-12-24,"C036","Coussin décoratif","Maison",4,19.9,0,"Lyon","Carte"
"CMD0392",2024-12-25,"C110","Set de casseroles","Maison",1,79,0,"Lyon","Carte"
"CMD0393",2024-12-26,"C003","Huile d'argan","Beauté",1,15.9,0.05,"Lyon","Paypal"
"CMD0394",2024-12-26,"C114","Lampe de bureau","Maison",2,34.9,0,"Lyon","Carte"
"CMD0396",2024-12-28,"C087","Haltères 5 kg","Sport",4,29.9,0.05,"Bordeaux","Paypal"
"CMD0397",2024-12-29,"C109","Lampe de bureau","Maison",1,34.9,0,"Marseille","Carte"
"CMD0398",2024-12-30,"C073","Corde à sauter","Sport",2,9.9,0,"Lille","Virement"
"CMD0399",2024-12-30,"C110","Parfum d'ambiance","Beauté",1,27,0.1,"Lyon","Paypal"
"CMD0400",2024-12-31,"C107","Set de casseroles","Maison",5,79,0,"Paris","Carte"
