id_commande;date;client_id;produit;categorie;quantite;prix_unitaire;remise;ville;mode_paiement
CMD0292;25/10/2024;C117;Corde à sauter;SPORT;1;9,9;0,2;Nantes;Virement
CMD0293;25/10/2024;C025;Crème hydratante;Beauté;4;22;0,15;NANTES;Paypal
CMD0294;27/10/2024;C096;Savon naturel;Beauté;2;6,5;0,1;Lyon;Carte
CMD0295;27/10/2024;C011;Corde à sauter;Sport;2;9,9;0,15;Bordeaux;Carte
CMD0296;31/10/2024;C067;Lampe de bureau;Maison;;34,9;0;LYON;Carte
CMD0297;31/10/2024;C002;Gourde isotherme;Sport;2;17,5;0,05;Paris;Paypal
CMD0298;31/10/2024;C034;Coussin décoratif;Maison;3;19,9;0,1;paris;Virement
CMD0299;01/11/2024;C043;Corde à sauter;Sport;2;9,9;0,15;Lille;Carte
CMD0300;02/11/2024;C031;Tapis de yoga;Sport ;1;24,9;;Lille;Carte
CMD0301;02/11/2024;C066;Crème hydratante;Beaute;4;22;0;Nantes;Virement
CMD0302;02/11/2024;C062;Corde à sauter;Sport;4;9,9;0,1;Paris ;Carte
CMD0303;02/11/2024;C014;Savon naturel;Beaute ;2;6,5;0;Lille;Virement
CMD0304;05/11/2024;C100;Gourde isotherme;Sport;3;17,5;0;Paris ;Carte
CMD0305;05/11/2024;C031;Huile d'argan;Beauté;2;15,9;0;Marseille;Carte
CMD0306;05/11/2024;C040;Savon naturel;Beaute;1;6,5;;Marseille;Carte
CMD0307;05/11/2024;C054;Lampe de bureau;Maison;2;34,9;0;Lyon;
CMD0308;06/11/2024;C067;Parfum d'ambiance;Beauté ;3;27;0,15;Paris;Paypal
CMD0309;06/11/2024;C008;Lampe de bureau;MAISON;1;34,9;0,15;Paris;Carte
CMD0310;07/11/2024;C081;Haltères 5 kg;Sport ;1;29,9;0,1;Lille;Virement
CMD0310;07/11/2024;C081;Haltères 5 kg;Sport ;1;29,9;0,1;Lille;Virement
CMD0311;09/11/2024;C022;Corde à sauter;Sport;3;9,9;0;Paris;Carte
CMD0312;09/11/2024;C118;Set de casseroles;Maison;2;79;0,2;Lyon;Carte
CMD0313;10/11/2024;C044;Set de casseroles;Maison;2;79;0,05;Paris;Carte
CMD0314;12/11/2024;C099;Crème hydratante;beauté;1;22;;lille;Paypal
CMD0315;12/11/2024;C072;Plaid en laine;Maison;1;;;Nantes;Paypal
CMD0316;12/11/2024;C040;Lampe de bureau;Maison;2;34,9;0;Marseille;Carte
CMD0317;13/11/2024;C092;Haltères 5 kg;Sport;2;29,9;0,05;Lille ;Paypal
CMD0318;14/11/2024;C023;Corde à sauter;Sport;2;9,9;0;PARIS;Carte
CMD0319;14/11/2024;C091;Coussin décoratif;MAISON;3;19,9;0;lille;Carte
CMD0320;15/11/2024;C066;Crème hydratante;Beaute;1;22;0,05;Paris;Paypal
CMD0321;;C056;Coussin décoratif;MAISON;1;19,9;0,15;Marseille;Carte
CMD0322;;C069;Haltères 5 kg;Sport;4;29,9;0;Paris;Paypal
CMD0323;17/11/2024;C004;Lampe de bureau;MAISON;2;34,9;0,15;Paris;Carte
CMD0324;18/11/2024;C097;Coussin décoratif;Maison;1;19,9;0;MARSEILLE;Carte
CMD0325;18/11/2024;C032;Tapis de yoga;SPORT;1;24,9;0;Marseille;Carte
CMD0326;18/11/2024;C113;Parfum d'ambiance;Beauté;2;27;0,2;Paris;Carte
CMD0327;19/11/2024;C048;Plaid en laine;Maison;1;45,5;0,1;Paris;Paypal
CMD0328;19/11/2024;C028;Parfum d'ambiance;beaute;5;27;;Paris;Virement
CMD0329;21/11/2024;C097;Crème hydratante;Beauté;3;22;0,15;Bordeaux;Paypal
CMD0330;21/11/2024;C017;Corde à sauter;Sport ;1;9,9;0,05;LYON;Paypal
CMD0331;22/11/2024;C117;Corde à sauter;Sport;1;9,9;;Lille ;Carte
CMD0332;22/11/2024;C092;Coussin décoratif;Maison;2;19,9;0,2;LYON;Carte
CMD0333;23/11/2024;C033;Savon naturel;Beauté;2;6,5;0,05;Bordeaux;Paypal
CMD0334;23/11/2024;C110;Tapis de yoga;Sport;1;24,9;0;Lyon;Carte
CMD0335;23/11/2024;C088;Set de casseroles;Maison;4;79;0;Lyon;Carte
CMD0336;23/11/2024;C001;Huile d'argan;Beaute;2;15,9;0;Lille;Virement
CMD0337;24/11/2024;C109;Coussin décoratif;Maison;2;;0,1;Lille;Carte
CMD0338;24/11/2024;C089;Plaid en laine;Maison;2;45,5;0;Lyon;Carte
CMD0339;27/11/2024;C065;Set de casseroles;Maison;2;79;0;Lyon;Paypal
CMD0340;27/11/2024;C055;Parfum d'ambiance;BEAUTE;5;27;0;Bordeaux;Carte
CMD0341;27/11/2024;C120;Plaid en laine;Maison;1;45,5;0;Lille;Carte
CMD0342;27/11/2024;C090;Parfum d'ambiance;Beauté;2;27;0,1;Lille;Paypal
CMD0343;27/11/2024;C066;Parfum d'ambiance;Beauté;2;27;0;Nantes;Carte
CMD0344;29/11/2024;C033;Gourde isotherme;Sport;2;17,5;0;lyon;Carte
CMD0345;29/11/2024;C072;Gourde isotherme;Sport;1;17,5;0,15;Marseille;Carte
CMD0346;29/11/2024;C074;Plaid en laine;Maison;2;45,5;0,15;Lille;Carte
CMD0347;30/11/2024;C113;Tapis de yoga;sport;2;24,9;0,05;Paris;Carte
CMD0348;30/11/2024;C022;Savon naturel;Beaute;1;6,5;0,15;Lille;Paypal
CMD0349;01/12/2024;C022;Coussin décoratif;Maison;2;19,9;0,05;marseille;Carte
CMD0350;01/12/2024;C048;Lampe de bureau;Maison;-2;34,9;0;Paris;Paypal
CMD0351;02/12/2024;C065;Crème hydratante;Beauté ;1;22;0;Lyon;Virement
CMD0352;02/12/2024;C017;Gourde isotherme;Sport;1;17,5;0;Bordeaux;Paypal
CMD0353;02/12/2024;C109;Corde à sauter;Sport ;1;9,9;0;Lyon;Paypal
CMD0353;02/12/2024;C109;Corde à sauter;Sport ;1;9,9;0;Lyon;Paypal
CMD0354;03/12/2024;C006;Parfum d'ambiance;Beauté;1;27;0;Paris;Carte
CMD0355;03/12/2024;C044;Coussin décoratif;Maison;4;19,9;0;Marseille;Virement
CMD0356;03/12/2024;C001;Haltères 5 kg;Sport;5;29,9;0;Lyon;Carte
CMD0357;05/12/2024;C110;Savon naturel;Beauté;4;6,5;0;Paris;Carte
CMD0358;05/12/2024;C109;Huile d'argan;Beauté;2;15,9;0,05;Lyon;Paypal
CMD0359;06/12/2024;C082;Lampe de bureau;Maison;5;34,9;0;Marseille ;Carte
CMD0360;07/12/2024;C108;Huile d'argan;Beauté;3;15,9;0,15;Bordeaux;Carte
CMD0361;07/12/2024;C079;Crème hydratante;Beauté;1;22;0,1;LILLE;Carte
CMD0362;08/12/2024;C013;Savon naturel;Beaute ;1;6,5;0;PARIS;Paypal
CMD0363;08/12/2024;C047;Plaid en laine;Maison;3;45,5;;MARSEILLE;Carte
CMD0364;08/12/2024;C036;Plaid en laine;Maison;1;45,5;0,2;MARSEILLE;Carte
CMD0365;08/12/2024;C079;Gourde isotherme;SPORT;3;17,5;0;Marseille;Carte
CMD0366;10/12/2024;C046;Parfum d'ambiance;Beauté;1;27;;LYON;Paypal
CMD0367;10/12/2024;C104;Crème hydratante;BEAUTÉ;1;22;0,05;MARSEILLE;Virement
CMD0368;11/12/2024;C114;Parfum d'ambiance;Beauté;1;27;0;Lille;Paypal
CMD0369;13/12/2024;C031;Corde à sauter;sport;1;9,9;0;Paris;Paypal
CMD0370;13/12/2024;C109;Corde à sauter;Sport;1;9,9;;Paris;Carte
CMD0371;14/12/2024;C025;Crème hydratante;Beaute;2;22;0,2;Lyon;Paypal
CMD0372;15/12/2024;C078;Corde à sauter;sport;3;9,9;0,15;Lyon ;Virement
CMD0373;15/12/2024;C105;Set de casseroles;Maison;1;79;0,05;Lille;Carte
CMD0374;15/12/2024;C014;Haltères 5 kg;Sport ;4;29,9;0;Lille;Virement
CMD0375;16/12/2024;C119;Plaid en laine;Maison;2;45,5;0,05;Bordeaux;Paypal
CMD0376;16/12/2024;C090;Savon naturel;Beaute;1;6,5;0,05;Lyon;Carte
CMD0377;16/12/2024;C013;Corde à sauter;SPORT;1;9,9;0;Marseille;Paypal
CMD0378;16/12/2024;C092;Plaid en laine;Maison ;1;45,5;0,05;Paris;Carte
CMD0379;19/12/2024;C109;Gourde isotherme;Sport;5;17,5;0;Lyon ;Carte
CMD0380;19/12/2024;C068;Set de casseroles;Maison;1;79;0,05;Paris;Paypal
CMD0381;20/12/2024;C002;Coussin décoratif;Maison;1;19,9;0;Paris;Paypal
CMD0382;21/12/2024;C026;Savon naturel;Beaute;1;6,5;0,05;Paris;Carte
CMD0383;21/12/2024;C072;Haltères 5 kg;Sport;3;29,9;0;Lyon;Carte
CMD0384;22/12/2024;C008;Crème hydratante;Beaute ;3;22;0;Marseille;Virement
CMD0385;22/12/2024;C114;Haltères 5 kg;Sport;2;29,9;0;Lyon;Paypal
CMD0386;24/12/2024;C075;Crème hydratante;Beaute;3;22;0;Nantes;Carte
CMD0387;24/12/2024;C073;Savon naturel;Beauté;4;6,5;0;Lille;Carte
CMD0388;24/12/2024;C088;Haltères 5 kg;Sport;4;29,9;0,2;BORDEAUX;Carte
CMD0389;24/12/2024;C078;Haltères 5 kg;Sport;5;29,9;0;Paris;Carte
CMD0390;24/12/2024;C034;Savon naturel;Beauté;4;6,5;0,15;Bordeaux;Paypal
CMD0391;24/12/2024;C036;Coussin décoratif;Maison;4;19,9;;Lyon;Carte
CMD0392;25/12/2024;C110;Set de casseroles;Maison;1;79;0;LYON;Carte
CMD0393;26/12/2024;C003;Huile d'argan;Beaute;1;15,9;0,05;Lyon;Paypal
CMD0394;26/12/2024;C114;Lampe de bureau;Maison;2;34,9;0;Lyon;Carte
CMD0395;;C052;Plaid en laine;Maison;2;;0;Marseille;Carte
CMD0396;28/12/2024;C087;Haltères 5 kg;SPORT;4;29,9;0,05;BORDEAUX;Paypal
CMD0397;29/12/2024;C109;Lampe de bureau;Maison;1;34,9;0;Marseille;Carte
CMD0398;30/12/2024;C073;Corde à sauter;Sport;2;9,9;0;Lille ;Virement
CMD0399;30/12/2024;C110;Parfum d'ambiance;Beauté;1;27;0,1;Lyon;Paypal
CMD0400;31/12/2024;C107;Set de casseroles;MAISON;5;79;0;Paris;Carte
CMD0400;31/12/2024;C107;Set de casseroles;MAISON;5;79;0;Paris;Carte
